Focal_Shar,ArcLongUTM,ArcLatUTM,DepthM,LongUTM,LatUTM
1205,630171.3957,4833423.453,3.047851,171.395688,423.45281
1205,630158.7546,4833417.673,4.571777,158.754585,417.67258
1205,630157.0095,4833425.109,4.571777,157.009508,425.10866
1205,630159.3795,4833417.246,3.047851,159.379455,417.24562
1205,630157.1505,4833428.377,4.571777,157.150537,428.37678
1205,630161.3551,4833442.768,4.571777,161.35506,442.76844
1205,630175.8146,4833429.147,4.571777,175.81456,429.14662
1205,630158.1963,4833441.239,4.571777,158.196288,441.23878
1205,630157.3337,4833429.276,4.571777,157.333673,429.27608
1205,630155.6521,4833421.938,4.571777,155.652091,421.93839
1205,630158.209,4833418.121,4.571777,158.208985,418.12086
1205,630154.1492,4833422.469,4.571777,154.149235,422.46922
1205,630159.386,4833419.117,4.571777,159.386005,419.11749
1205,630159.029,4833417.916,4.571777,159.029022,417.9164
1205,630157.9176,4833423.313,4.571777,157.917571,423.31278
1205,630157.2397,4833418.88,4.571777,157.239698,418.88021
1205,630155.1705,4833422.149,4.571777,155.170456,422.14886
1205,630159.2668,4833417.98,4.571777,159.266833,417.98037
1205,630156.4749,4833420.46,4.571777,156.474869,420.4596
1205,630155.5247,4833424.624,4.571777,155.524698,424.62428
1205,630161.0446,4833432.229,3.047851,161.044596,432.22933
1205,630177.1135,4833430.006,4.571777,177.113493,430.00602
1205,630157.1664,4833418.52,4.571777,157.166443,418.52049
1205,630158.0548,4833423.435,4.571777,158.05479,423.4347
1205,630170.2071,4833437.669,3.047851,170.207106,437.66895
1205,630169.0876,4833422.237,4.571777,169.087565,422.23696
1205,630154.7741,4833422.042,4.571777,154.774105,422.04226
1205,630156.1037,4833423.42,4.571777,156.10365,423.41993
1205,630170.6466,4833439.827,3.047851,170.646634,439.82729
1205,630156.429,4833419.682,4.571777,156.428951,419.6822
1205,630155.9303,4833425.328,4.571777,155.930339,425.32842
1205,630153.637,4833422.161,4.571777,153.636988,422.16143
1205,630167.999,4833434.185,3.047851,167.99904,434.18488
1205,630178.9919,4833431.871,4.571777,178.991913,431.87134
1205,630162.4743,4833419.013,3.047851,162.474263,419.01308
1205,630155.0573,4833420.673,4.571777,155.057298,420.67334
1205,630157.0822,4833423.258,4.571777,157.082228,423.25811
1205,630155.1612,4833421.551,4.571777,155.161165,421.55133
1205,630157.1391,4833418.938,4.571777,157.139107,418.93816
1205,630175.6461,4833438.622,3.047851,175.646129,438.62186
1205,630163.8372,4833419.635,3.047851,163.83716,419.63468
1205,630156.7569,4833426.996,3.047851,156.756927,426.99583
1205,630159.5204,4833432.839,3.047851,159.520418,432.83943
1205,630178.039,4833437.31,3.047851,178.039002,437.31036
1205,630163.1789,4833433.143,3.047851,163.178872,433.14341
1205,630159.6397,4833421.651,4.571777,159.639656,421.65085
1205,630156.7225,4833423.331,4.571777,156.722505,423.33136
1205,630161.319,4833432.473,3.047851,161.319033,432.47315
1205,630158.9957,4833418.672,3.047851,158.99567,418.67248
1205,630178.0434,4833430.341,4.571777,178.043412,430.34115
1205,630160.8889,4833418.587,3.047851,160.888861,418.58666
1205,630154.1979,4833421.972,4.571777,154.197893,421.97228
1205,630158.4932,4833421.172,4.571777,158.493248,421.17249
1205,630154.387,4833422.533,4.571777,154.387045,422.53318
1205,630158.1647,4833423.974,4.571777,158.164672,423.97428
1205,630157.1019,4833428.874,3.047851,157.101879,428.87372
1205,630180.4002,4833431.06,3.047851,180.400193,431.06006
1205,630166.6668,4833421.756,3.047851,166.66682,421.75585
1205,630156.8482,4833426.34,3.047851,156.848228,426.34035
1205,630158.3675,4833418.164,4.571777,158.367525,418.1635
1205,630154.9375,4833429.652,4.571777,154.937525,429.65165
1205,630168.0144,4833422.118,3.047851,168.014412,422.11832
1205,630157.6054,4833418.469,3.047851,157.605436,418.46855
1205,630156.787,4833425.304,4.571777,156.787004,425.30383
1205,630175.5751,4833434.778,4.571777,175.575079,434.77753
1205,630160.8309,4833418.486,3.047851,160.830913,418.48607
1205,630155.2011,4833422.667,4.571777,155.201067,422.66713
1205,630155.0546,4833421.948,4.571777,155.054558,421.94768
1205,630163.1511,4833419.025,4.571777,163.151066,419.02511
1205,630168.5786,4833422.865,4.571777,168.578593,422.8651
1205,630156.9505,4833420.588,4.571777,156.950489,420.58752
1205,630158.2242,4833443.031,4.571777,158.22416,443.03138
1205,630175.0316,4833444.067,4.571777,175.031619,444.0669
1205,630167.1638,4833421.805,3.047851,167.163762,421.80451
1205,630163.3402,4833419.586,3.047851,163.340218,419.58602
1205,630154.9365,4833425.231,4.571777,154.936455,425.23111
1205,630157.0019,4833418.816,4.571777,157.001888,418.81625
1205,630155.9577,4833424.911,4.571777,155.957676,424.91075
1205,630159.146,4833422.538,4.571777,159.14599,422.53813
1205,630161.7313,4833422.723,4.571777,161.73129,422.72347
1205,630152.9448,4833434.216,4.571777,152.944813,434.21596
1205,630165.3623,4833435.771,3.047851,165.362341,435.77082
1205,630176.6592,4833429.799,4.571777,176.659194,429.79882
1205,630162.0899,4833418.23,4.571777,162.089943,418.22967
1205,630157.0112,4833419.414,4.571777,157.011178,419.41378
1205,630157.1221,4833424.374,4.571777,157.12213,424.37391
1205,630153.5309,4833424.768,4.571777,153.530916,424.76805
1205,630157.8837,4833421.859,4.571777,157.883684,421.85859
1205,630154.2383,4833425.298,4.571777,154.238331,425.29835
1205,630162.9547,4833439.033,4.571777,162.954697,439.03345
1205,630175.6467,4833440.832,4.571777,175.646664,440.83213
1205,630174.6009,4833427.97,4.571777,174.600912,427.97013
1205,630161.3858,4833418.635,3.047851,161.385803,418.63531
1205,630157.7126,4833420.282,4.571777,157.712578,420.28247
1205,630157.969,4833421.542,4.571777,157.968969,421.54151
1205,630157.9591,4833418.734,3.047851,157.959144,418.7337
1205,630156.5027,4833422.252,4.571777,156.502741,422.2522
1205,630160.2153,4833419.511,4.571777,160.215333,419.51056
1205,630157.5934,4833419.145,3.047851,157.593406,419.14536
1205,630156.8893,4833419.551,3.047851,156.889266,419.551
1205,630157.7831,4833421.917,4.571777,157.783093,421.91653
1205,630157.3255,4833420.773,4.571777,157.325518,420.7734
1205,630154.7413,4833425.009,3.047851,154.741288,425.0086
1205,630160.8708,4833419.602,4.571777,160.870815,419.60186
1205,630156.05,4833428.676,3.047851,156.050046,428.67581
1205,630162.1429,4833435.415,3.047851,162.142881,435.4149
1205,630158.7212,4833418.429,3.047851,158.721233,418.42865
1205,630157.4474,4833420.636,4.571777,157.447431,420.63618
1205,630153.6523,4833422.421,4.571777,153.652293,422.42056
1205,630156.8597,4833423.453,4.571777,156.859723,423.45328
1205,630157.7071,4833422.831,4.571777,157.707098,422.83115
1205,630155.7133,4833422.975,4.571777,155.713315,422.97492
1205,630157.3102,4833420.514,4.571777,157.310212,420.51427
1205,630158.1472,4833427.2,3.047851,158.147161,427.19976
1205,630159.8157,4833418.468,3.047851,159.815708,418.46802
1205,630153.4117,4833423.631,4.571777,153.411743,423.63093
1205,630155.0491,4833424.496,4.571777,155.049078,424.49635
1205,630157.1642,4833422.005,4.571777,157.164238,422.0051
1205,630157.313,4833419.24,3.047851,157.312953,419.23993
1205,630156.061,4833423.578,4.571777,156.061007,423.57847
1205,630156.1911,4833431.944,3.047851,156.191075,431.94393
1205,630158.21,4833434.867,3.047851,158.209989,434.8671
1205,630173.7677,4833436.757,3.047851,173.767709,436.75654
1205,630171.9298,4833425.892,3.047851,171.929792,425.8916
1205,630159.6997,4833442.918,4.571777,159.699679,442.91822
1205,630167.9658,4833422.615,3.047851,167.965753,422.61526
1205,630158.5047,4833418.285,3.047851,158.504744,418.28542
1205,630156.9385,4833421.264,4.571777,156.938459,421.26433
1205,630154.5336,4833423.253,3.047851,154.533555,423.25263
1205,630155.4881,4833424.444,4.571777,155.488071,424.44442
1205,630157.2643,4833419.737,4.571777,157.264294,419.73688
1205,630156.6043,4833438.94,4.571777,156.604336,438.94048
1205,630174.2876,4833431.031,4.571777,174.287642,431.03105
1205,630158.6999,4833418.508,3.047851,158.699911,418.50792
1205,630158.7753,4833427.709,4.571777,158.775306,427.70873
1205,630168.1767,4833437.633,3.047851,168.176696,437.63286
1205,630156.9204,4833422.28,4.571777,156.920412,422.27953
1205,630157.0975,4833423.517,4.571777,157.097534,423.51724
1205,630158.3681,4833420.374,4.571777,158.36806,420.37378
1205,630159.7769,4833421.773,4.571777,159.776875,421.77277
1205,630159.2362,4833417.462,3.047851,159.236221,417.4621
1205,630154.4937,4833422.137,4.571777,154.493652,422.13683
1205,630158.8677,4833419.148,3.047851,158.867742,419.1481
1205,630157.2003,4833432.3,3.047851,157.200265,432.30038
1205,630159.081,4833418.355,3.047851,159.080956,418.3554
1205,630154.5975,4833423.015,4.571777,154.597519,423.01482
1205,630159.9376,4833418.331,3.047851,159.93762,418.3308
1205,630158.2975,4833418.74,3.047851,158.297546,418.73972
1205,630156.5908,4833420.661,4.571777,156.590766,420.66078
1205,630160.2711,4833423.096,3.047851,160.271077,423.09576
1205,630152.2161,4833433.765,3.047851,152.216076,433.76494
1205,630171.3387,4833440.098,3.047851,171.338743,440.09845
1205,630174.8294,4833427.437,4.571777,174.829432,427.43656
1205,630163.1084,4833419.184,3.047851,163.108423,419.18365
1205,630162.7607,4833430.906,3.047851,162.760665,430.9058
1205,630168.1155,4833424.271,4.571777,168.115538,424.27064
1205,630159.0689,4833419.032,3.047851,159.068925,419.0322
1205,630153.6862,4833423.875,4.571777,153.686181,423.87476
1205,630157.3649,4833419.679,3.047851,157.364886,419.67893
1205,630154.2717,4833424.542,3.047851,154.271683,424.54227
1205,630155.7587,4833421.542,4.571777,155.758698,421.54204
1205,630166.4093,4833428.402,4.571777,166.409294,428.40197
1205,630161.0261,4833418.709,3.047851,161.02608,418.70857
1205,630156.7569,4833426.996,3.047851,156.756927,426.99583
1205,630163.8327,4833438.93,4.571777,163.832683,438.92959
1205,630166.6089,4833421.655,3.047851,166.608872,421.65526
1205,630159.023,4833418.255,4.571777,159.023007,418.25481
1205,630160.3706,4833418.617,3.047851,160.370598,418.61727
1205,630156.957,4833422.459,4.571777,156.95704,422.45939
1205,630156.2753,4833427.206,4.571777,156.275291,427.20631
1205,630162.5086,4833435.003,3.047851,162.508619,435.00325
1205,630165.9988,4833420.131,3.047851,165.998773,420.13109
1205,630162.9624,4833433,3.047851,162.962383,433.00017
1205,630169.4566,4833422.761,3.047851,169.456579,422.76123
1205,630158.8798,4833418.471,4.571777,158.879773,418.47129
1205,630156.2151,4833430.59,3.047851,156.215137,430.59032
1205,630173.735,4833427.397,3.047851,173.734957,427.3972
1205,630160.6784,4833418.105,3.047851,160.678388,418.10502
1205,630157.677,4833424.523,4.571777,157.677021,424.52316
1205,630153.3494,4833430.5,3.047851,153.349384,430.49956
1205,630172.7159,4833436.559,3.047851,172.715876,436.55864
1205,630168.1123,4833423.335,3.047851,168.112263,423.33471
1205,630154.4297,4833422.375,4.571777,154.429688,422.37464
1205,630158.5446,4833419.401,4.571777,158.544646,419.40121
1205,630156.857,4833424.728,4.571777,156.856983,424.72761
1205,630157.5994,4833418.807,4.571777,157.599421,418.80696
1205,630158.3582,4833417.566,3.047851,158.358235,417.56597
1205,630158.4112,4833422.426,4.571777,158.411238,422.42551
1205,630159.4839,4833420.334,4.571777,159.483856,420.33387
1205,630158.3036,4833418.401,3.047851,158.303561,418.40131
1205,630156.4666,4833424.283,4.571777,156.466648,424.28261
1205,630156.7154,4833419.249,4.571777,156.715419,419.24922
1205,630158.9415,4833421.718,4.571777,158.941532,421.71809
1205,630159.1023,4833418.276,4.571777,159.102277,418.27613
1205,630157.2982,4833421.191,4.571777,157.298182,421.19107
1205,630155.2924,4833422.012,4.571777,155.292368,422.01165
1205,630157.6175,4833417.792,4.571777,157.617467,417.79175
1205,630156.3344,4833419.402,4.571777,156.334375,419.40175
1205,630158.4167,4833419.877,4.571777,158.416718,419.87683
1205,630158.0597,4833418.676,3.047851,158.059735,418.67575
1205,630156.6269,4833418.63,4.571777,156.626859,418.63037
1205,630157.5994,4833418.807,4.571777,157.599421,418.80696
1205,630159.3215,4833417.145,4.571777,159.321506,417.14502
1205,630157.5573,4833421.176,4.571777,157.557313,421.17577
1205,630154.9387,4833421.747,4.571777,154.938661,421.7465
1205,630153.8261,4833422.722,4.571777,153.82614,422.72234
1205,630156.9532,4833419.313,4.571777,156.95323,419.31319
1205,630156.828,4833418.514,4.571777,156.828042,418.51447
1205,630157.4256,4833418.505,4.571777,157.425575,418.50518
1205,630158.8585,4833418.551,4.571777,158.858451,418.55056
1205,630156.9653,4833418.636,4.571777,156.96526,418.63638
1205,630154.1859,4833422.649,4.571777,154.185863,422.64908
1205,630171.2317,4833425.959,3.047851,171.231667,425.95884
1205,630166.4717,4833421.533,3.047851,166.471653,421.53335
1205,630158.1609,4833420.828,4.571777,158.160862,420.82807
1205,630163.7852,4833419.196,3.047851,163.785226,419.19569
1205,630156.3557,4833419.322,4.571777,156.355696,419.32248
1205,630154.8359,4833425.289,4.571777,154.835864,425.28905
1205,630154.0667,4833421.512,4.571777,154.06669,421.51196
1205,630169.2493,4833435.541,3.047851,169.249315,435.54123
1205,630175.9091,4833429.427,4.571777,175.909136,429.42707
1205,630158.1631,4833417.343,3.047851,158.163067,417.34347
1205,630156.1397,4833421.39,4.571777,156.139743,421.38952
1205,630159.9469,4833418.928,3.047851,159.946911,418.92833
1205,630157.8279,4833418.273,3.047851,157.827941,418.27339
1205,630155.4821,4833424.783,4.571777,155.482055,424.78282
1205,630155.6772,4833425.005,4.571777,155.677223,425.00533
1205,630159.0153,4833424.288,4.571777,159.015321,424.28809
1205,630169.9201,4833435.892,4.571777,169.920103,435.89166
1205,630163.4468,4833419.19,3.047851,163.446825,419.18967
1205,630157.0522,4833424.95,4.571777,157.052151,424.95012
1205,630158.8716,4833422.294,4.571777,158.871552,422.2943
1205,630157.0877,4833420.709,4.571777,157.087708,420.70944
1205,630158.9558,4833417.557,4.571777,158.955768,417.55668
1205,630175.3405,4833435.65,4.571777,175.340544,435.6495
1205,630155.4542,4833422.99,4.571777,155.454184,422.99022
1205,630162.6115,4833419.135,4.571777,162.611481,419.135
1205,630158.3828,4833418.423,3.047851,158.382831,418.42264
1205,630157.4043,4833418.584,4.571777,157.404253,418.58445
1205,630158.2609,4833418.56,4.571777,158.260918,418.55985
1205,630161.8888,4833418.346,4.571777,161.88876,418.34557
1205,630158.8858,4833418.133,4.571777,158.885788,418.13289
1205,630158.5627,4833418.386,4.571777,158.562693,418.38601
1205,630158.1877,4833418.2,3.047851,158.187664,418.20013
1205,630159.4041,4833418.102,3.047851,159.404051,418.10228
1205,630154.076,4833422.11,4.571777,154.075981,422.1095
1205,630153.5626,4833429.707,4.571777,153.562597,429.70686
1205,630169.6063,4833436.742,3.047851,169.606298,436.74231
1205,630164.2335,4833419.741,3.047851,164.23351,419.74129
1205,630153.8382,4833422.046,4.571777,153.83817,422.04553
1205,630168.4544,4833438.813,3.047851,168.454409,438.81262
1205,630174.6856,4833437.768,3.047851,174.685597,437.76847
1205,630158.3949,4833417.746,3.047851,158.394862,417.74583
1205,630156.3655,4833422.13,4.571777,156.365522,422.13028
1205,630156.5142,4833419.365,4.571777,156.514237,419.36512
1205,630158.3949,4833417.746,4.571777,158.394862,417.74583
1205,630155.47,4833425.46,4.571777,155.470025,425.45963
1205,630159.2368,4833419.672,4.571777,159.236756,419.67238
1205,630158.7333,4833417.752,4.571777,158.733263,417.75185
1205,630157.7394,4833417.655,4.571777,157.73938,417.65453
1205,630155.8237,4833425.725,4.571777,155.823732,425.72477
1205,630177.5076,4833433.597,3.047851,177.507638,433.59724
1205,630171.7467,4833424.992,3.047851,171.746655,424.99229
1205,630155.3935,4833424.164,4.571777,155.393495,424.16397
1205,630156.1277,4833422.066,4.571777,156.127712,422.06632
1205,630164.4773,4833419.467,3.047851,164.477336,419.46685
1205,630161.6794,4833422.284,4.571777,161.679357,422.28448
1205,630156.2561,4833436.127,4.571777,156.256109,436.12666
1205,630155.0879,4833421.192,4.571777,155.08791,421.19161
1205,630158.2128,4833421.267,4.571777,158.212795,421.26707
1205,630158.7792,4833418.529,3.047851,158.779181,418.52924
1205,630160.3585,4833431.62,4.571777,160.358502,431.61976
1205,630156.8165,4833421.402,4.571777,156.816546,421.40155
1205,630154.6161,4833424.21,4.571777,154.6161,424.20989
1205,630164.1782,4833430.692,4.571777,164.178236,430.69205
1205,630164.7577,4833431.698,3.047851,164.757723,431.69797
1205,630154.294,4833441.209,4.571777,154.294009,441.20924
1205,630176.4853,4833429.497,4.571777,176.485348,429.49705
1205,630159.392,4833418.779,3.047851,159.392021,418.77908
1205,630155.1163,4833425.194,3.047851,155.116317,425.19448
1205,630158.8552,4833417.615,3.047851,158.855176,417.61463
1205,630153.9726,4833423.442,4.571777,153.972649,423.44178
1205,630157.7334,4833417.993,3.047851,157.733365,417.99293
1205,630157.4562,4833419.023,4.571777,157.456187,419.02344
1205,630164.7151,4833419.531,4.571777,164.715146,419.53081
1205,630158.1887,4833422.621,4.571777,158.188733,422.62067
1205,630160.902,4833422.33,4.571777,160.901962,422.3304
1205,630167.7765,4833434.38,4.571777,167.776536,434.38005
1205,630168.466,4833423.6,3.047851,168.46597,423.59985
1205,630155.973,4833425.17,4.571777,155.972982,425.16988
1205,630158.8776,4833421.956,4.571777,158.877568,421.9559
1205,630155.1032,4833421.451,4.571777,155.103216,421.45074
1205,630158.9754,4833423.172,4.571777,158.975419,423.17229
1205,630163.4358,4833436.613,3.047851,163.435798,436.61271
1205,630153.8322,4833422.384,4.571777,153.832155,422.38393
1205,630174.2778,4833428.223,4.571777,174.277817,428.22325
1205,630160.1694,4833431.059,4.571777,160.16935,431.05886
1205,630174.5358,4833436.113,3.047851,174.535813,436.11309
1205,630164.5293,4833419.906,4.571777,164.529269,419.90584
1205,630179.5348,4833432.697,3.047851,179.534772,432.69739
1205,630171.3596,4833425.483,3.047851,171.359595,425.48322
1205,630162.5442,4833418.437,3.047851,162.544242,418.43687
1205,630154.872,4833423.259,4.571777,154.871956,423.25865
1205,630159.6604,4833431.687,3.047851,159.660377,431.687
1205,630165.5362,4833436.073,3.047851,165.536188,436.07259
1205,630179.397,4833430.365,3.047851,179.397019,430.36521
1205,630168.1948,4833424.292,3.047851,168.194808,424.29196
1205,630156.4262,4833420.957,4.571777,156.426211,420.95654
1205,630158.2516,4833417.962,4.571777,158.251628,417.96232
1205,630157.2763,4833419.06,4.571777,157.276325,419.06007
1205,630155.2442,4833424.719,4.571777,155.244245,424.71886
1205,630155.4017,4833420.341,4.571777,155.401715,420.34096
1205,630158.133,4833419.035,4.571777,158.13299,419.03548
1205,630157.0325,4833419.335,4.571777,157.0325,419.33451
1205,630157.4469,4833418.426,3.047851,157.446896,418.42591
1205,630158.1942,4833420.072,4.571777,158.194214,420.072
1205,630156.95,4833418.377,4.571777,156.949954,418.37725
1205,630155.2229,4833424.798,4.571777,155.222924,424.79813
1205,630163.6267,4833419.153,3.047851,163.626686,419.15304
1205,630155.7959,4833423.932,4.571777,155.79586,423.93217
1205,630157.2736,4833420.334,4.571777,157.273585,420.33441
1205,630180.2826,4833436.554,4.571777,180.282625,436.55376
1205,630154.668,4833424.649,4.571777,154.668033,424.64888
1205,630159.825,4833419.066,4.571777,159.824998,419.06555
1205,630166.073,4833437.237,4.571777,166.073032,437.23704
1205,630168.2156,4833422.002,3.047851,168.215594,422.00242
1205,630158.8218,4833418.371,3.047851,158.821824,418.3707
1205,630154.1864,4833424.859,3.047851,154.186398,424.85935
1205,630159.1203,4833417.261,3.047851,159.120323,417.26092
1205,630159.1602,4833418.377,4.571777,159.160226,418.37672
1205,630158.5905,4833432.504,4.571777,158.590499,432.5043
1205,630176.411,4833437.042,3.047851,176.410958,437.04248
1205,630162.6388,4833418.717,4.571777,162.638818,418.71733
1205,630156.5148,4833421.575,4.571777,156.514772,421.57539
1205,630158.3828,4833418.423,4.571777,158.382831,418.42264
1205,630153.5063,4833436.237,4.571777,153.506254,436.23708
1205,630176.7095,4833435.933,3.047851,176.709457,435.9327
1205,630162.9225,4833419.559,4.571777,162.922546,419.55868
1205,630155.8019,4833423.594,4.571777,155.801876,423.59377
1205,630155.8926,4833420.728,4.571777,155.892642,420.72802
1205,630155.9057,4833424.472,4.571777,155.905742,424.47176
1205,630158.6523,4833435.751,4.571777,158.652257,435.7511
1205,630177.4891,4833432.402,4.571777,177.489057,432.40217
1205,630160.1115,4833418.633,4.571777,160.111467,418.63257
1205,630158.3735,4833417.825,4.571777,158.37354,417.8251
1205,630155.9413,4833420.231,4.571777,155.9413,420.23108
1205,630157.5814,4833419.822,3.047851,157.581375,419.82216
1205,630155.3842,4833423.566,4.571777,155.384204,423.56643
1205,630161.6449,4833418.62,3.047851,161.644935,418.62001
1205,630159.3795,4833417.246,3.047851,159.379455,417.24562
1205,630157.5601,4833419.901,3.047851,157.560053,419.90143
1205,630159.5746,4833417.468,3.047851,159.574622,417.46812
1205,630157.5874,4833419.484,3.047851,157.58739,419.48376
1205,630159.6659,4833416.813,3.047851,159.665923,416.81264
1205,630159.0705,4833425.663,4.571777,159.07053,425.66301
1205,630154.1498,4833424.679,4.571777,154.14977,424.67949
1205,630157.1615,4833423.279,4.571777,157.161498,423.27943
1205,630152.5824,4833423.238,4.571777,152.582415,423.23786
